date,year,quarter,bank,total_assets,total_equity,total_liabilities,cet1_ratio,lcr_ratio,slr_ratio,roa,roe,dividend_payout_ratio,repo,total_var
2017-06-30,2017,2,statestreet,238274.0,18872.0,216206.0,12.0,1.09,7.0,0.92,11.09,24.32,3856.0,7.74
2017-06-30,2017,2,wellsfargo,1930871.0,179445.0,1724726.0,12.39,124.0,,1.18,11.67,34.84,78683.0,29.0
2017-03-31,2017,1,bankofamerica,2247701.0,242933.0,1979548.0,11.0,,8.8,0.89,7.46,15.66,186098.0,44.0
2017-03-31,2017,1,bny,337536.0,35596.0,297705.0,10.4,117.0,6.6,1.04,9.64,23.21,11149.0,4.1
2017-03-31,2017,1,citigroup,1821635.0,208879.0,1592482.0,13.86,123.0,7.46,0.86,6.78,11.86,133262.0,100.0
2017-03-31,2017,1,goldmansachs,894069.0,75714.0,807152.0,12.9,,6.4,0.96,10.64,12.63,88533.0,90.51642133929914
2017-03-31,2017,1,jpmorgan,2546290.0,229795.0,2290427.0,12.6,,8.4,1.03,10.47,30.34,171470.0,35.35797708566373
2017-03-31,2017,1,morganstanley,832391.0,69404.0,753307.0,17.4,,8.5,0.85,9.15,24.97,56525.0,62.23003967076816
2017-03-31,2017,1,statestreet,236802.0,18098.0,215508.0,11.2,,6.8,0.95,11.36,32.29,4003.0,6.595
2017-03-31,2017,1,wellsfargo,1951564.0,175999.0,1749075.0,11.98,,,1.17,11.74,36.37,76366.0,26.0
2016-12-31,2016,4,bankofamerica,2188067.0,240975.0,1921872.0,11.0,,8.9,0.82,6.8,18.07,170291.0,43.0
2016-12-31,2016,4,bny,333469.0,35269.0,293889.0,10.6,114.0,6.6,0.98,9.53,23.24,9989.0,5.8
2016-12-31,2016,4,citigroup,1792077.0,205867.0,1565934.0,14.35,121.0,7.22,0.85,6.67,14.16,125863.0,89.0
2016-12-31,2016,4,goldmansachs,860165.0,75690.0,773272.0,12.7,,6.4,0.86,9.37,12.73,71816.0,86.2734640890195
2016-12-31,2016,4,jpmorgan,2490972.0,228122.0,2236782.0,12.2,,6.5,1.02,10.16,27.92,153529.0,56.57276333706197
2016-12-31,2016,4,morganstanley,814949.0,68530.0,737772.0,16.9,,8.4,0.76,8.09,35.26,54628.0,55.158444253635416
2016-12-31,2016,4,statestreet,242698.0,18023.0,221479.0,11.7,,6.5,0.88,10.81,26.03,4400.0,8.285
2016-12-31,2016,4,wellsfargo,1930115.0,175030.0,1729618.0,11.67,,,1.19,11.78,39.43,78124.0,23.0
2016-09-30,2016,3,bankofamerica,2195314.0,244863.0,1925231.0,11.0,,9.1,0.76,6.23,17.3,178195.0,47.0
2016-09-30,2016,3,bny,374114.0,36153.0,333741.0,10.5,109.0,6.6,0.9,8.89,21.38,8052.0,6.6
2016-09-30,2016,3,citigroup,1818117.0,212322.0,1585427.0,14.28,120.0,7.7,0.82,6.49,12.92,136279.0,85.0
2016-09-30,2016,3,goldmansachs,879987.0,75907.0,792877.0,12.4,,6.3,0.66,7.23,13.29,73905.0,80.6161877553133
2016-09-30,2016,3,jpmorgan,2521029.0,228263.0,2266698.0,12.0,,8.5,0.95,9.71,30.16,152865.0,60.81572058734161
2016-09-30,2016,3,morganstanley,813891.0,69629.0,735429.0,15.8,,,0.65,6.93,30.6,46936.0,59.40140150391506
2016-09-30,2016,3,statestreet,256140.0,18954.0,233959.0,12.3,,6.8,0.84,10.37,28.99,4392.0,7.497
2016-09-30,2016,3,wellsfargo,1942124.0,178434.0,1738166.0,11.34,,,1.21,11.86,36.81,108468.0,22.0
2016-06-30,2016,2,bankofamerica,2186609.0,241849.0,1919540.0,10.6,,8.9,0.74,6.09,11.71,178062.0,54.0
2016-06-30,2016,2,bny,372351.0,36007.0,333054.0,10.2,106.0,5.8,0.84,8.49,22.78,7611.0,5.9
2016-06-30,2016,2,citigroup,1818771.0,212635.0,1585750.0,14.25,121.0,7.48,0.84,6.72,4.03,141603.0,88.0
2016-06-30,2016,2,goldmansachs,896843.0,75311.0,810329.0,12.2,,6.1,0.59,6.24,17.44,77530.0,87.68778317244605
2016-06-30,2016,2,jpmorgan,2466096.0,226355.0,2213673.0,12.0,,6.6,0.97,10.03,30.9,154101.0,63.64435875419471
2016-06-30,2016,2,morganstanley,828873.0,69596.0,750498.0,16.8,,8.3,0.58,6.11,31.07,50328.0,65.05867783762126
2016-06-30,2016,2,statestreet,255386.0,18877.0,233282.0,12.0,,7.0,0.78,10.56,22.74,4379.0,5.986
2016-06-30,2016,2,wellsfargo,1889235.0,176915.0,1686574.0,11.09,,,1.26,12.12,37.83,104812.0,21.0
2016-03-31,2016,1,bankofamerica,2185498.0,238434.0,1922722.0,10.3,,8.7,0.75,6.32,17.15,188960.0,50.0
2016-03-31,2016,1,bny,372870.0,35907.0,333585.0,10.6,107.0,5.9,0.83,8.51,23.33,14803.0,5.4
2016-03-31,2016,1,citigroup,1800967.0,209769.0,1572206.0,14.04,120.0,7.44,0.89,7.26,4.58,140643.0,108.0
2016-03-31,2016,1,goldmansachs,878036.0,75634.0,791199.0,12.2,,6.0,0.5,5.3,24.25,77617.0,101.83097400671151
2016-03-31,2016,1,jpmorgan,2423808.0,224089.0,2173651.0,11.7,,6.6,0.96,10.15,32.58,147396.0,76.37323050503365
2016-03-31,2016,1,morganstanley,807497.0,68490.0,730322.0,15.6,,8.2,0.61,6.55,35.73,59289.0,65.05867783762126
2016-03-31,2016,1,statestreet,243685.0,18793.0,222157.0,12.3,,6.9,0.74,9.53,42.32,4247.0,4.693
2016-03-31,2016,1,wellsfargo,1849182.0,173445.0,1650678.0,11.06,,,1.28,12.4,37.44,92875.0,18.0
2015-12-31,2015,4,bankofamerica,2144287.0,233903.0,1888111.0,11.6,,6.6,0.75,6.3,17.17,174291.0,53.0
2015-12-31,2015,4,bny,393780.0,35485.0,354805.0,10.8,,6.0,0.83,8.44,29.94,15002.0,4.8
2015-12-31,2015,4,citigroup,1731210.0,205139.0,1508118.0,14.6,112.0,7.08,0.97,8.05,4.88,131839.0,107.0
2015-12-31,2015,4,goldmansachs,861395.0,75528.0,774667.0,12.4,,5.9,0.71,7.47,51.05,86069.0,100.41665492328498
2015-12-31,2015,4,jpmorgan,2351698.0,221505.0,2104125.0,11.6,,6.5,0.99,10.46,31.94,134504.0,66.47299692104781
2015-12-31,2015,4,morganstanley,787465.0,67662.0,711281.0,15.5,,8.3,0.79,8.58,59.21,56008.0,65.05867783762126
2015-12-31,2015,4,statestreet,245155.0,18400.0,224020.0,12.5,,6.9,0.76,9.79,25.23,4505.0,7.022
2015-12-31,2015,4,wellsfargo,1787632.0,170784.0,1593741.0,11.42,,,1.34,12.78,38.04,82948.0,19.0
2015-09-30,2015,3,bankofamerica,2153006.0,233632.0,1897101.0,11.6,,8.5,0.76,6.52,12.45,199238.0,60.0
2015-09-30,2015,3,bny,377371.0,35618.0,338172.0,10.5,,5.9,0.73,7.15,23.34,8824.0,5.0
2015-09-30,2015,3,citigroup,1808356.0,205630.0,1586219.0,14.1,112.0,7.35,0.78,6.56,3.68,148680.0,116.0
2015-09-30,2015,3,goldmansachs,880559.0,76503.0,792856.0,12.7,,5.8,0.86,9.39,22.33,89481.0,104.65961217356464
2015-09-30,2015,3,jpmorgan,2417121.0,219660.0,2171393.0,11.4,,6.4,0.97,10.21,26.4,165410.0,76.37323050503365
2015-09-30,2015,3,morganstanley,834113.0,67767.0,757693.0,14.0,,8.1,0.46,4.74,40.17,78898.0,74.9589114216071
2015-09-30,2015,3,statestreet,247274.0,18797.0,225742.0,12.1,,6.3,0.72,9.09,25.79,7785.0,6.056
2015-09-30,2015,3,wellsfargo,1751265.0,170627.0,1557222.0,,,,1.38,12.97,35.38,,21.0
2015-06-30,2015,2,bankofamerica,2149034.0,229386.0,1897375.0,11.2,,8.5,0.54,4.64,10.91,213024.0,61.0
2015-06-30,2015,2,bny,395254.0,35718.0,355830.0,10.9,,5.8,0.77,7.81,23.39,10020.0,5.4
2015-06-30,2015,2,citigroup,1829370.0,205472.0,1608545.0,13.78,111.0,7.22,0.69,5.9,3.34,155322.0,113.0
2015-06-30,2015,2,goldmansachs,859879.0,76454.0,772225.0,12.5,,5.7,0.97,10.53,32.64,87642.0,108.90256942384428
2015-06-30,2015,2,jpmorgan,2449599.0,216287.0,2208394.0,11.0,,6.0,0.91,9.81,28.81,166676.0,59.40140150391506
2015-06-30,2015,2,morganstanley,825755.0,67518.0,749688.0,14.0,,7.9,0.54,5.83,26.45,88869.0,76.37323050503365
2015-06-30,2015,2,statestreet,294571.0,18797.0,273071.0,12.2,,6.0,0.64,8.98,35.48,10993.0,6.271
2015-06-30,2015,2,wellsfargo,1720617.0,167909.0,1529941.0,,,,1.41,13.1,36.02,,16.0
2015-03-31,2015,1,bankofamerica,2143545.0,227915.0,1893357.0,11.06,,8.4,0.41,3.45,19.41,203758.0,71.0
2015-03-31,2015,1,bny,399088.0,35766.0,360208.0,10.0,,5.6,0.72,7.08,25.46,7919.0,5.5
2015-03-31,2015,1,citigroup,1831801.0,202652.0,1615778.0,11.37,111.0,6.95,0.45,3.74,0.68,154559.0,131.0
2015-03-31,2015,1,goldmansachs,865458.0,75927.0,780331.0,12.6,,5.3,1.04,12.01,10.08,85833.0,114.55984575755048
2015-03-31,2015,1,jpmorgan,2577148.0,214371.0,2341284.0,10.7,,5.7,0.89,9.85,27.86,177101.0,60.81572058734161
2015-03-31,2015,1,morganstanley,829099.0,66642.0,753633.0,13.1,,7.8,0.55,6.18,12.03,88872.0,66.47299692104781
2015-03-31,2015,1,statestreet,279476.0,18858.0,258657.0,12.2,,5.8,0.77,10.15,33.24,10175.0,7.022
2015-03-31,2015,1,wellsfargo,1737737.0,166798.0,1547773.0,,,,1.43,13.33,33.05,,18.0
2014-12-31,2014,4,bankofamerica,2104534.0,224162.0,1861063.0,12.32,,,0.26,2.02,15.33,201277.0,59.0
2014-12-31,2014,4,bny,385303.0,35879.0,346600.0,11.2,,5.2,0.7,6.83,91.87,11469.0,5.5
2014-12-31,2014,4,citigroup,1842181.0,199717.0,1630485.0,10.57,112.0,6.62,0.4,3.37,16.52,147538.0,120.0
2014-12-31,2014,4,goldmansachs,855842.0,73597.0,773045.0,12.2,,9.0,0.96,11.15,13.53,88215.0,108.90256942384428
2014-12-31,2014,4,jpmorgan,2572274.0,211664.0,2340547.0,10.2,,5.6,0.87,9.75,33.95,170303.0,60.81572058734161
2014-12-31,2014,4,morganstanley,801510.0,64880.0,729406.0,12.6,,7.9,0.45,4.96,,95634.0,66.47299692104781
2014-12-31,2014,4,statestreet,274119.0,19367.0,252791.0,12.5,,6.4,0.78,9.98,27.07,8946.0,8.281
2014-12-31,2014,4,wellsfargo,1687155.0,165181.0,1501893.0,,,,1.47,13.68,35.15,,21.0
2014-09-30,2014,3,bankofamerica,2123613.0,220768.0,1884932.0,11.98,,,0.25,1.93,,217925.0,56.0
2014-09-30,2014,3,bny,386296.0,36889.0,346698.0,10.2,,5.4,0.78,7.58,18.67,9687.0,6.0
2014-09-30,2014,3,citigroup,1882849.0,203304.0,1668958.0,10.66,111.0,5.99,0.5,4.34,1.15,149361.0,121.0
2014-09-30,2014,3,goldmansachs,868933.0,73075.0,786658.0,11.8,,9.0,0.96,11.56,11.95,96660.0,93.34505950615224
2014-09-30,2014,3,jpmorgan,2527005.0,211214.0,2295728.0,10.2,,5.5,0.88,10.08,29.86,178710.0,50.91548700335576
2014-09-30,2014,3,morganstanley,814511.0,66898.0,740500.0,14.4,,8.2,0.66,7.64,16.22,106650.0,59.40140150391506
2014-09-30,2014,3,statestreet,274805.0,19923.0,253649.0,12.8,,6.4,0.82,9.83,23.25,9402.0,6.455
2014-09-30,2014,3,wellsfargo,1636855.0,163102.0,1453865.0,,,,1.51,13.86,33.8,,17.0
2014-06-30,2014,2,bankofamerica,2170557.0,222565.0,1933146.0,12.0,,,0.37,3.15,5.11,217829.0,59.0
2014-06-30,2014,2,bny,400740.0,36764.0,361266.0,10.0,,5.9,0.74,7.43,36.21,10301.0,7.9
2014-06-30,2014,2,citigroup,1909715.0,202394.0,1696616.0,10.58,123.0,5.7,0.51,4.53,29.41,160261.0,59.0
2014-06-30,2014,2,goldmansachs,859914.0,72429.0,778285.0,11.4,,8.4,0.88,10.58,13.26,106966.0,108.90256942384428
2014-06-30,2014,2,jpmorgan,2520336.0,208851.0,2293022.0,9.8,,5.4,0.65,7.27,27.62,196060.0,77.7875495884602
2014-06-30,2014,2,morganstanley,826568.0,65735.0,754367.0,13.9,,7.8,0.58,6.56,15.16,136869.0,67.88731600447436
2014-06-30,2014,2,statestreet,282324.0,20467.0,260624.0,12.8,,6.9,0.78,9.73,21.26,9182.0,6.912
2014-06-30,2014,2,wellsfargo,1598874.0,162110.0,1417325.0,,,,1.53,13.99,34.0,,24.0
2014-03-31,2014,1,bankofamerica,2149851.0,218536.0,1917963.0,11.8,,,0.45,3.87,,203108.0,59.0
2014-03-31,2014,1,bny,368241.0,36424.0,329272.0,11.1,,6.1,0.86,8.22,26.85,9935.0,9.0
2014-03-31,2014,1,citigroup,1894736.0,201244.0,1684494.0,10.47,120.0,5.6,0.72,6.58,0.81,166206.0,156.0
2014-03-31,2014,1,goldmansachs,915665.0,71899.0,836566.0,14.6,,8.2,0.83,10.48,13.55,138744.0,115.97416484097702
2014-03-31,2014,1,jpmorgan,2476986.0,204572.0,2257331.0,10.9,,,0.68,7.63,30.35,194144.0,59.40140150391506
2014-03-31,2014,1,morganstanley,831381.0,63851.0,761113.0,14.1,,7.6,0.49,5.11,6.8,141748.0,70.71595417132745
2014-03-31,2014,1,statestreet,256663.0,20040.0,235390.0,,,7.4,0.82,9.49,31.46,8971.0,5.13
2014-03-31,2014,1,wellsfargo,1546707.0,158475.0,1370238.0,,,,1.55,14.09,28.16,,24.0
2013-12-31,2013,4,bankofamerica,2102273.0,219333.0,1869588.0,10.91,,,0.53,4.61,3.08,198106.0,99.0
2013-12-31,2013,4,bny,374516.0,35935.0,336006.0,,,,0.6,5.62,35.48,9648.0,8.2
2013-12-31,2013,4,citigroup,1880382.0,197601.0,1674249.0,10.59,,5.4,0.73,6.73,1.35,176601.0,144.0
2013-12-31,2013,4,goldmansachs,911507.0,71267.0,833040.0,14.6,,8.1,0.87,10.98,11.65,164782.0,120.21712209125668
2013-12-31,2013,4,jpmorgan,2415689.0,200020.0,2204511.0,10.7,,,0.75,8.38,29.93,161654.0,62.23003967076816
2013-12-31,2013,4,morganstanley,832702.0,62701.0,763672.0,12.8,,7.6,0.45,4.38,1108.51,170244.0,74.9589114216071
2013-12-31,2013,4,statestreet,243291.0,19887.0,222913.0,15.5,,6.9,0.88,10.01,100.87,7972.0,5.13
2013-12-31,2013,4,wellsfargo,1523502.0,153875.0,1352494.0,,,,1.51,13.99,31.01,,23.0
2013-09-30,2013,3,bankofamerica,2126653.0,218967.0,1894371.0,11.08,,,0.41,3.31,5.14,226274.0,54.0
2013-09-30,2013,3,bny,371952.0,35397.0,333969.0,,,,0.64,5.98,18.44,9737.0,11.3
2013-09-30,2013,3,citigroup,1899511.0,195603.0,1696772.0,12.68,113.0,5.1,0.66,6.3,1.01,216387.0,117.0
2013-09-30,2013,3,goldmansachs,923223.0,70416.0,845607.0,,,,0.92,11.98,16.59,157781.0,114.55984575755048
2013-09-30,2013,3,jpmorgan,2463309.0,195512.0,2256639.0,10.5,,,0.77,8.79,,198118.0,63.64435875419471
2013-09-30,2013,3,morganstanley,832223.0,62758.0,763982.0,,,,0.54,5.34,0.0,160297.0,79.20186867188676
2013-09-30,2013,3,statestreet,217180.0,19940.0,196750.0,,,,0.97,10.07,21.61,10217.0,5.13
2013-09-30,2013,3,wellsfargo,1488055.0,151616.0,1319242.0,,,,1.52,13.86,29.76,,18.0
2013-06-30,2013,2,bankofamerica,2123320.0,216791.0,1892288.0,10.83,,,0.31,2.31,3.0,232609.0,69.0
2013-06-30,2013,2,bny,360505.0,34320.0,323574.0,,,,0.59,5.47,21.69,12600.0,11.3
2013-06-30,2013,2,citigroup,1883988.0,191633.0,1686162.0,12.16,110.0,4.9,0.52,5.07,0.69,218252.0,120.0
2013-06-30,2013,2,goldmansachs,938456.0,70843.0,860072.0,,,,0.91,12.01,13.0,158957.0,121.63144117468322
2013-06-30,2013,2,jpmorgan,2439494.0,197781.0,2230255.0,10.4,,,1.03,12.0,24.11,234573.0,56.57276333706197
2013-06-30,2013,2,morganstanley,802691.0,61673.0,736577.0,11.8,,,0.31,2.24,11.75,152736.0,86.2734640890195
2013-06-30,2013,2,statestreet,227300.0,19591.0,207219.0,,,,1.02,11.02,20.42,9252.0,5.13
2013-06-30,2013,2,wellsfargo,1440563.0,148433.0,1276786.0,,,,1.52,13.89,30.2,,15.0
2013-03-31,2013,1,bankofamerica,2174819.0,218513.0,1937526.0,10.49,,,0.23,1.64,9.82,248149.0,80.0
2013-03-31,2013,1,bny,355942.0,34622.0,319268.0,,,,0.5,4.38,,8602.0,13.0
2013-03-31,2013,1,citigroup,1881734.0,190222.0,1686395.0,11.84,116.0,,0.45,4.46,0.88,222053.0,110.0
2013-03-31,2013,1,goldmansachs,959223.0,71028.0,881563.0,,,,0.8,10.61,11.29,155356.0,117.38848392440356
2013-03-31,2013,1,jpmorgan,2389349.0,197128.0,2182263.0,10.2,,,0.97,11.32,19.16,224019.0,87.68778317244605
2013-03-31,2013,1,morganstanley,801383.0,61196.0,735311.0,11.5,,,0.23,1.76,10.26,142780.0,87.68778317244605
2013-03-31,2013,1,statestreet,218189.0,20380.0,197320.0,,,,1.03,10.27,26.03,12108.0,5.13
2013-03-31,2013,1,wellsfargo,1436634.0,147674.0,1273239.0,,,,1.46,13.45,26.75,,24.0
2012-12-31,2012,4,bankofamerica,2209974.0,218188.0,1973018.0,11.06,,,0.19,1.28,29.37,293259.0,100.0
2012-12-31,2012,4,bny,358990.0,35363.0,321548.0,,,,0.74,6.97,25.12,7427.0,10.5
2012-12-31,2012,4,citigroup,1864660.0,186487.0,1673663.0,,,,0.42,4.07,2.41,211236.0,137.0
2012-12-31,2012,4,goldmansachs,938555.0,69516.0,862839.0,,,,0.8,10.66,8.75,171807.0,100.41665492328498
